Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Santiago del Estero,860198004,Agrupamiento 86124 esc. N° 208,Estatal,Rural,Ruta Provincial 211,,,,13/05/1993,3845,"$  76.900,00","$  84.590,00",7
Buenos Aires,60147400,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JUAN JOSÉ PASO,Estatal,Urbano,127 Y DIAGONAL 120 S/N,2700,2477,43-7608,28/09/1978,4405,"$  88.100,00","$  88.100,00",9
Córdoba,140058500,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,CALLE PUBLICA S/N   CAMPO VALDEMARIN P/TIO PUJIO SUR,X5936,353,155666561,31/10/1955,1956,"$  39.120,00","$  39.120,00",7
Buenos Aires,60131600,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 EJERCITO ARGENTINO,Estatal,Rural,CUARTEL XI,7203,2293,15-34-7069,23/10/1969,2780,"$  55.600,00","$  61.160,00",4
Buenos Aires,60561900,INSTITUTO SUPERIOR DE FORM. DOC. Y TECN. LEOPOLDO MARECHAL,Estatal,Urbano,SERRANO 1326,1663,11,4451-4849,09/07/1954,3027,"$  60.540,00","$  60.540,00",9
Formosa,340089300,JIN Nº 27 - EPEP DE FRONTERA Nº 17,Estatal,Urbano,FRAY ANTONIO BENITEZ  SANTA MARÍA,P3610,3718,428822,31/07/1968,3296,"$  65.920,00","$  65.920,00",7
Tucumán,900214602,AULA TALLER MOVIL Nº2 DE REFRIGERACION Y AUTOMATISMO,Estatal,Urbano,AV. SARMIENTO 850,,,,27/01/1981,2000,"$  40.000,00","$  40.000,00",9
Córdoba,140020903,J.DE INF. MARIANO MORENO ANEXO DIQUE DE LOS MOLINOS,Estatal,Rural,VILLA LA MERCED RUTA PROV. 5 KM 62   RUTA PROV. 5 KM 62 VILLA LOS MOLINOS,X5196,3546,426687 (JARDÍN BASE),08/01/1993,1941,"$  38.820,00","$  42.702,00",4
San Juan,700014000,ALBERGUE DOMINGO FRENCH,Estatal,Rural,LLOVERAS S/N  LAS LAGUNAS,J5435,264,4302081,02/04/1976,1649,"$  32.980,00","$  36.278,00",4
Catamarca,100008200,ESCUELA DE ADULTO NO.38,Estatal,Urbano,FLORIDA 300 LA TABLADA,K4700,,,02/10/1973,3934,"$  78.680,00","$  78.680,00",8
Santa Fe,820072306,GRADO RADIAL I- C.E.P.A NRO 21,Estatal,Urbano,FRAY LUIS BELTRAN 1686  ESCUELA NRO 1342,S2451,,,27/08/1995,4093,"$  81.860,00","$  81.860,00",3
Misiones,540040701,Aula Sat. Nº 01: ESC. Nº 651,Estatal,Urbano,RUTA NACIONAL 14-Picada PAYESKA- KM 997,N3353,3755,15330607,30/04/1988,4937,"$  98.740,00","$  98.740,00",5
Buenos Aires,60540200,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 GENERAL JOSÉ DE SAN MARTIN,Estatal,Urbano,ANCHORENA ESQ.RODRIGUEZ 900,2942,3329,48-5798,08/04/1969,4318,"$  86.360,00","$  86.360,00",4
Tucumán,900055200,ESC. TECNICA N° 2 OBISPO COLOMBRES,Estatal,Urbano,DOMINGO GARCIA 47 SUR,T4000,381,4204157,15/10/1951,3689,"$  73.780,00","$  73.780,00",6
Santa Fe,820310400,I.S.P.I. NRO 4032 CRISTO REY,Privado,Urbano,2 DE JULIO 811 SAN JOSE OBRERO,S3572,3482,454802,02/11/1990,4004,"$  80.080,00","$  80.080,00",5
Santa Fe,820173700,E.E.M.P.A. NRO 1267 BRIGADIER ESTANISLAO LOPEZ,Estatal,Urbano,AVENIDA SAN MARTIN 2050 CENTRO RUTA NAC.N 11,S2152,341,4710320,08/10/1951,4782,"$  95.640,00","$  95.640,00",10
Tucumán,900045500,ESC. DIVINA PROVIDENCIA,Estatal,Rural,JAVIER LOPEZ 297 DIAGONAL NORTE,T4001,,4374465,10/12/1957,3693,"$  73.860,00","$  81.246,00",3
Buenos Aires,60054300,ESCUELA ESPECIAL APRENDER A CRECER,Privado,Urbano,ESMERALDA 417,1706,11,4659-2531,22/12/1972,1758,"$  35.160,00","$  35.160,00",8
Tierra del Fuego,940001600,JARDIN DE INFANTES DULCE DE LECHE,Privado,Urbano,GOBERNADOR PAZ 1486 CENTRO,V9410,2901,422044,24/04/1955,4647,"$  92.940,00","$  92.940,00",6
Catamarca,100029700,ESCUELA DE ADULTOS N° 40,Estatal,Urbano,GOB. RODRIGUEZ 780 MUNICIPAL PUEYRREDÓN PARROQ.SAN CAYETANO,K4700,,,28/02/1962,2189,"$  43.780,00","$  43.780,00",9
Santa Fe,820255500,ESCUELA NRO 96 FLORENTINO AMEGHINO,Estatal,Urbano,BUENOS AIRES 2027 REPUBLICA DE LA SEXTA,S2000,341,4728621,25/10/1988,3109,"$  62.180,00","$  62.180,00",6
Corrientes,180063900,ESCUELA PRIMARIA P/ADOLESC.Y ADULTOS Nº 28,Estatal,Urbano,HERNAN CORTES 760 JUAN DE VERA Entre calles Irala y Balboa,W3400,379,154797028,20/11/1962,4433,"$  88.660,00","$  88.660,00",6
Ciudad de Buenos Aires,20064700,JIC N° 03 DE 01,Estatal,Urbano,JUNCAL 3185 PALERMO,C1425,11,4801-0298,24/04/1972,2198,"$  43.960,00","$  43.960,00",6
La Pampa,420045003,J.I.N. Nº 15 en Escuela Nº 30,Estatal,Rural,A. Cangueiro 482,L6203,2335,495298/495022,03/08/1952,2208,"$  44.160,00","$  48.576,00",3
Misiones,540170300,NENI Nº 56 (Sede ESC. Nº 686),Estatal,Urbano,JOSE ZORRILLA  ARROYITO ESC. Nº 686,N3328,3743,15479171,19/11/1972,3535,"$  70.700,00","$  70.700,00",4
Catamarca,100064300,ESCUELA N° 284 DOMINGO F.SARMIENTO,Estatal,Rural,MIRAFLORES OESTE,K4724,383,154241889,09/05/1988,4243,"$  84.860,00","$  93.346,00",5
Misiones,540197300,NENI Nº 88 (Sede ESC. Nº 947),Estatal,Urbano,Estanislao del Campo  25 de mayo Cerca del Jardín Maternal Teresa de Calcuta,3370,3757,549003,03/04/1979,2288,"$  45.760,00","$  45.760,00",7
La Rioja,460023500,ESC.N°334 MARIA LUISA DAVILA DE LARGUIA,Estatal,Urbano,EL TRIANGULO,F5372,,,05/08/1974,3603,"$  72.060,00","$  72.060,00",9
Santa Fe,820020104,GRADO RADIAL NRO IV - ESCUELA NOCTURNA NRO 12,Estatal,Urbano,AVENIDA JUAN DOMINGO PERON 4602 BANANA DISTRITO OESTE,S2000,341,4805860,09/02/1961,4578,"$  91.560,00","$  91.560,00",9
Santiago del Estero,860137200,CENTRO EXPERIMENTAL Nº 8 GENERAL ANTONINO TABOADA,Estatal,Urbano,REPUBLICA Y MAILIN 302 CENTRO REPUBLICA Y MAILIN NRO.302 CLODOMIRA,G4338,385,4921063,24/06/1985,4516,"$  90.320,00","$  90.320,00",5
Santiago del Estero,860157000,INSTITUTO NUESTRA SEÑORA DE LA CONSOLACION DE SUMAMPA,Privado,Rural,LOS NUÑEZ   RUTA 9 VIEJA,G4201,385,154892259,02/08/1963,2100,"$  42.000,00","$  46.200,00",5
Córdoba,140054800,INSTITUTO JOSE MANUEL ESTRADA,Privado,Urbano,RIVADAVIA 941  OBISPO TREJO,X5225,3575,497090,18/11/1988,4377,"$  87.540,00","$  87.540,00",5
Chubut,260001200,Las Golondrinas,Estatal,Rural,Camino de la Cruz,U9211,294,4473106/ 4471859,03/12/1950,4432,"$  88.640,00","$  97.504,00",7
Río Negro,620017100,ESCUELA PRIMARIA NRO. 49 RAFAEL LANFRÉ,Estatal,Urbano,SANTIAGO DEL ESTERO 683  EEBA 24,R8424,2940,492023,06/01/1969,2453,"$  49.060,00","$  49.060,00",7
Santa Fe,820261900,I.S.P.I. NRO 4029 ADMINIST. BANCARIA Y COMERCIO EXTERIOR,Privado,Urbano,SARGENTO CABRAL 156 CENTRO,S2000,341,4219143,14/11/1981,3801,"$  76.020,00","$  76.020,00",9
Santa Fe,820248900,ESCUELA NRO 232 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,AVENIDA SARMIENTO 1504 CENTRO,S2138,341,4941138,20/11/1981,3168,"$  63.360,00","$  63.360,00",9
Jujuy,380008200,BACHILLERATO PROVINCIAL ACELERADO N 1 - UNIDAD 1 - MASCULINO,Estatal,Urbano,LEANDRO N. ALEM 250 GORRITI,Y4600,388,4221413,10/11/1955,2581,"$  51.620,00","$  51.620,00",10
Tucumán,900219200,ESC. DE NIVEL INICIAL Nº 155 NASIF MOISES ESTEFANO,Estatal,Urbano,BERNARDO HOUSSAY 3000,4146,3865,425463,05/07/1962,2109,"$  42.180,00","$  42.180,00",4
Córdoba,140061400,J.DE INF. LEONILA DE LAS MERCEDES LEMOS,Estatal,Urbano,AVENIDA CORDOBA 538 NORTE LAS ACEQUIAS,X5848,358,4890368,18/04/1954,4280,"$  85.600,00","$  85.600,00",5
Río Negro,620053700,ESCUELA PRIMARIA NRO.256 EL DIVINO INFANTE,Estatal,Urbano,JUAN B.JUSTO 945,R8138,2931,432604,25/04/1986,4157,"$  83.140,00","$  83.140,00",5
Santiago del Estero,860114400,JARDIN DE INFANTES N° 79 TRENCITO ALEGRE,Estatal,Urbano,DORREGO  475 CENTRO,G4300,,,27/06/1954,2823,"$  56.460,00","$  56.460,00",3
Neuquén,580118600,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA   89,Estatal,Urbano,20 DE DICIEMBRE BV 209 LLANQUIHUE LOTE 1 MZA 43 - C.P.E.M. 24,8319,299,5786530,30/05/1973,3511,"$  70.220,00","$  70.220,00",8
Buenos Aires,60077800,INSTITUTO LA SAGRADA FAMILIA,Privado,Urbano,MORENO E/ ALSINA Y RIVADAVIA 45,6555,2316,45-4139,22/04/1986,3958,"$  79.160,00","$  79.160,00",8
Mendoza,500103100,DR. RICARDO PALMA,Estatal,Rural,ESTANCIA PALMA - RUTA PROV.89 S/N,M5561,2622,15409986 (directivo),24/03/1993,2701,"$  54.020,00","$  59.422,00",7
Córdoba,140045400,ESCUELA GOBERNADOR EMILIO F. OLMOS,Estatal,Urbano,AVENIDA FUERZA AEREA ARGENTINA 2229 PARQUE CAPITAL B° PARQUE CAPITAL,X5010,351,4343440,03/03/1975,1649,"$  32.980,00","$  32.980,00",10
Mendoza,500056400,NUESTRA SEÑORA DE LA COMPASION,Privado,Urbano,VILLA MARIA CONGRESO DE TUCUMAN S/N,M5584,,02623-462616,26/06/1971,1920,"$  38.400,00","$  38.400,00",3
Neuquén,580023500,ESCUELA PRIMARIA  33,Estatal,Rural,SIN NOMBRE   COSTA LAGO LACAR,8370,2972,425073,29/04/1984,2907,"$  58.140,00","$  63.954,00",3
Santiago del Estero,860059300,ESCUELA Nº595 ENCARNACION TOLOZA,Estatal,Rural,BREA LOMA   BREA LOMA,G4201,,,07/08/1975,1679,"$  33.580,00","$  36.938,00",3
Chubut,260058000,COLEGIO ALIWEN,Social/cooperativa,Urbano,Chacra 200   Hogar Granja Arturo Roberts,U9105,280,4491414,28/06/1952,3556,"$  71.120,00","$  71.120,00",8
Tucumán,900103300,ESC. CAPITAN DE LOS ANDES,Estatal,Urbano,ALSINA 4771 SAN MARTIN Mza.R,T4000,381,4393961,25/01/1989,2671,"$  53.420,00","$  53.420,00",8
Ciudad de Buenos Aires,20009000,JOSE MARTI,Estatal,Urbano,PJE. L E/LACARRA Y LAGUNA  VILLA SOLDATI BARRIO RAMON CARRILLO,C1437,11,4637-2020,08/02/1993,2733,"$  54.660,00","$  54.660,00",7
Catamarca,100063000,ESCUELA N° 226,Estatal,Rural,VILLA DE CAPAYAN,K4728,,,14/10/1984,4796,"$  95.920,00","$  105.512,00",5
Santa Fe,820016600,ESCUELA PRIMARIA NOCTURNA NRO 10 JOSE INGENIEROS,Estatal,Urbano,ITALIA 1244 CENTRO,S2000,341,4721443,28/05/1975,2126,"$  42.520,00","$  42.520,00",3
Santa Fe,820393401,CENTRO DE ALFABETIZACION NRO 140 - P.A.E.B.A.,Estatal,Urbano,FLORENCIO VARELA 1658 VELEZ SARSFIELD EX CLUB VELEZ SARSFIELD - CENTRO DE ALFABETIZACON Nº 140 - NUCLEO Nº10025,S2132,341,155001327,28/05/1974,3801,"$  76.020,00","$  76.020,00",5
Santiago del Estero,860133500,ESCUELA MUNICIPAL DE ARTES PLASTICAS,Estatal,Urbano,SAN MARTIN Y CHACABUCO  CENTRO,G4220,3858,15416250,31/01/1969,3093,"$  61.860,00","$  61.860,00",8
Tucumán,900066100,ESC. N° 309 - MARIA TERESA LOPEZ DE PAZ,Estatal,Rural,CAMINO VECINAL   RUTA Nº 312 ALT. TICUCHO,T4122,,,07/05/1980,4787,"$  95.740,00","$  105.314,00",8
Tucumán,900163000,COL. COOPERATIVO JESUS SEMBRADOR,Privado,Urbano,LAS PIEDRAS 234 CENTRO,T4000,0,4 313409,05/08/1971,3233,"$  64.660,00","$  64.660,00",10
Catamarca,100025400,ESCUELA N° 233 HIPOLITO VIEYTES,Estatal,Rural,SALADO,K5331,3827,497070,17/04/1954,2289,"$  45.780,00","$  50.358,00",7
La Rioja,460050400,ESC.N°351,Estatal,Rural,CASANGATE,F5385,,,04/01/1971,3842,"$  76.840,00","$  84.524,00",3
Misiones,540054800,ESC. Nº 168: 2 DE ABRIL,Estatal,Rural,INGRESO AL PARQUE CHE GUEVARA   CARAGUATAY- RUTA 12- KM 5 ACCESO AL PARQUE CHE GUEVARA,2384,3751,15562620,04/05/1973,2081,"$  41.620,00","$  45.782,00",6
Neuquén,580120800,RESIDENCIA ESTUDIANTIL DE NIVEL MEDIO DE TAQUIMILAN,Estatal,Rural,RUTA PROVINCIAL 29  SECCION CHACRAS C.P.E.M. 83,8351,2948,497092,26/11/1986,2400,"$  48.000,00","$  52.800,00",6
San Juan,700103402,JINZ N°36 JUAN JOSÉ CASTELLI TURNO MAÑANA,Estatal,Rural,AV.IGNACIO DE LA ROZA OESTE 4310,,264,9999,01/12/1968,2009,"$  40.180,00","$  44.198,00",5
Tierra del Fuego,940006210,C.E.N.S. N°364 - ANEXO MUNICIPALIDAD DE USHUAIA,Estatal,Urbano,ARTURO CORONADO 486,9410,2901,441832,10/06/1951,3600,"$  72.000,00","$  72.000,00",3
Buenos Aires,60313700,JARDÍN DE INFANTES TRIANGULO AZUL,Privado,Urbano,LUIS GOTE E/ SOLIS Y GABOTO 164,7600,223,480-1301,23/08/1986,2107,"$  42.140,00","$  42.140,00",6
Santa Fe,820040500,E.E.S. ORIENTADA NRO 267 TENIENTE DANIEL JUKIC,Estatal,Urbano,LANGWORTHY 471 SAN JOSE ESTE,S3516,3482,4891511,08/06/1966,2876,"$  57.520,00","$  57.520,00",6
Chubut,260061901,ANEXO ESC. DE NIVEL INICIAL Nº 460,Estatal,Urbano,Nicanor Alvarez 1150 B° Progreso,U9020,297,-4896260,16/05/1957,2866,"$  57.320,00","$  57.320,00",10
La Pampa,420006601,C.B. Anexo EPET Nº 7 en Escuela Nº 47,Estatal,Rural,José Manuel Estrada,L6221,2302,495039,06/06/1992,3863,"$  77.260,00","$  84.986,00",3
Formosa,340081410,JIN Nº 11 - EPEP Nº 249 NUBECITAS DE ALGODON,Estatal,Rural,RUTA PROVINCIAL Nº 4   MARCA M,P3613,,,24/08/1958,3594,"$  71.880,00","$  79.068,00",7
Misiones,540171704,NENI Nº 2039 (Ext. ESC. Nº 723),Estatal,Rural,PANAMÁ  NORDESTE ESCUELA PROV. N° 723,3378,3757,15-506689,02/10/1989,2357,"$  47.140,00","$  51.854,00",3
Buenos Aires,60274300,JARDÍN DE INFANTES PIRULIN,Privado,Urbano,CAXARAVILLE E/ CUYO Y AV. SIMON PEREZ 544,1759,2202,43-7178,27/09/1988,4877,"$  97.540,00","$  97.540,00",10
Santa Fe,820197000,ESCUELA NRO 1247 CENTENARIO DE RAFAELA,Estatal,Urbano,URQUIZA 446 ALBERDI,S2300,3492,420091,26/11/1966,1909,"$  38.180,00","$  38.180,00",5
Tucumán,900175800,ESC. MEDIA EL MOJON,Estatal,Rural,EL MOJON   A 3 kilometros de la ruta provincial N323,T4115,381,156097361,19/04/1980,3042,"$  60.840,00","$  66.924,00",8
Ciudad de Buenos Aires,20038100,JIC N° 02 DE 13,Estatal,Urbano,AVDA. TTE. GRAL. DELLEPIANE 4750 VILLA LUGANO,C1439,11,4638-9751,30/11/1976,3940,"$  78.800,00","$  78.800,00",4
Misiones,540111600,ESC. Nº 791,Estatal,Urbano,Picada Palo Rosa   Paraje El Tigre - L. 25 - SECC. F,N3385,3757,462668,02/07/1979,2185,"$  43.700,00","$  43.700,00",9
Salta,660134702,SEDE DINAMICA DE CORONEL MOLDES,Estatal,Urbano,PRESBISTERO DIAZ S/Nº LOS OLIVOS,A4421,387,154038939,13/11/1960,3462,"$  69.240,00","$  69.240,00",10
Buenos Aires,60299500,ESCUELA ESPECIAL Nº501 GRAL. MANUEL BELGRANO,Estatal,Urbano,JOSE M. JUANENA 149,8180,2923,49-8411,27/02/1980,2211,"$  44.220,00","$  44.220,00",8
Jujuy,380016700,ESCUELA ESPECIAL N 2 JUAN PABLO II,Estatal,Urbano,PEDRO ARAMBURU 99 CANAL DE BEAGLE,Y4612,388,4271722,05/07/1962,2183,"$  43.660,00","$  43.660,00",4
Santa Fe,820372000,E.E.S. ORIENTADA NRO 411 LEONIDAS GAMBARTES,Estatal,Urbano,PARAGUAY 1243 CENTRO 2DO. PISO,S2000,341,4721495,15/06/1973,2108,"$  42.160,00","$  42.160,00",4
Ciudad de Buenos Aires,20088800,ESTEBAN DE LUCA,Estatal,Urbano,ADOLFO ALSINA 2499 BALVANERA,C1090,11,4951-8758/8079,04/12/1956,3756,"$  75.120,00","$  75.120,00",7
Ciudad de Buenos Aires,20006100,CENS Nº 21 DE 14,Estatal,Urbano,BALBOA 210 PATERNAL,C1427,11,4554-9294,04/04/1959,2705,"$  54.100,00","$  54.100,00",7
Mendoza,500256200,CAE 303 CONCRETANDO FUTURO,Social/cooperativa,Urbano,VIGEN DE LOS VIENTOS RUTA 40 NORTE - 4 KM AL NORTE DE VILLA,,260,4029337,24/08/1978,2503,"$  50.060,00","$  50.060,00",5
Mendoza,500119500,DELIA EULIARTE DE SALONIA,Estatal,Urbano,ALBERDI 431 SAN CARLOS,M5620,2625,2625-423268,23/08/1965,3022,"$  60.440,00","$  60.440,00",5
Catamarca,100038200,ESCUELA N° 17 MARÍA ISOLINA ARÉVALO,Estatal,Rural,LOS CORRALES,K4235,,,29/07/1963,3939,"$  78.780,00","$  86.658,00",9
Entre Ríos,300169200,PATAGONIA ARGENTINA 46,Estatal,Rural,BOCA DE LAS PIEDRAS,E3153,,,31/03/1960,3686,"$  73.720,00","$  81.092,00",8
